schlcode,classid,c_size,classize,avgverb,avgmath,instrument,avg4_verb,avg4_math
51331,2,85,39,83.66359,79.05385,28.333333333333332,81.9,78.79084337261361
51332,1,107,35,78.59,76.21,35.666666666666664,76.47837994549725,76.02513638058224
51332,2,107,36,76.58,72.53,35.666666666666664,76.47837994549725,76.02513638058224
51332,3,107,36,77.08,69.0,35.666666666666664,76.47837994549725,76.02513638058224
51333,1,119,36,75.12,71.32,39.666666666666664,80.99999992592821,77.999998222277
51333,2,119,34,80.48,75.61,39.666666666666664,80.99999992592821,77.999998222277
51333,3,119,38,78.03,76.0,39.666666666666664,80.99999992592821,77.999998222277
51334,1,119,39,86.82,74.91,39.666666666666664,81.99999948648306,79.00000074071792
51334,2,119,38,86.79,72.88,39.666666666666664,81.99999948648306,79.00000074071792
51334,3,119,42,84.97,78.28,39.666666666666664,81.99999948648306,79.00000074071792
51335,2,72,36,79.5,71.53,36.0,73.18973653157552,63.170933634440104
51335,1,72,36,76.5,70.47,36.0,73.18973653157552,63.170933634440104
51338,1,80,39,62.86,52.39,40.0,67.73346801757812,65.32783632020693
51338,2,80,41,65.1,53.74,40.0,67.73346801757812,65.32783632020693
51339,1,71,39,83.25,82.05,35.5,84.9999987088717,83.0000003521259
51339,2,71,34,76.78,69.33,35.5,84.9999987088717,83.0000003521259
51340,1,67,23,77.59,76.86,33.5,75.87272921475497,72.2545464255593
51340,2,67,24,71.18,66.27,33.5,75.87272921475497,72.2545464255593
51340,3,67,20,72.87067,69.34267,33.5,75.87272921475497,72.2545464255593
51341,1,85,29,73.41,69.11,28.333333333333332,68.93023362270621,68.13069720600926
51341,2,85,28,75.32,63.54,28.333333333333332,68.93023362270621,68.13069720600926
51341,3,85,28,81.77,79.33,28.333333333333332,68.93023362270621,68.13069720600926
51346,1,99,33,63.94,56.65,33.0,62.00000064247533,61.00000023841858
51346,2,99,33,57.97,55.68,33.0,62.00000064247533,61.00000023841858
51346,3,99,33,64.29,57.48,33.0,62.00000064247533,61.00000023841858
51347,1,154,38,67.49,65.0,38.5,70.99999938140044,61.999999518867014
51347,2,154,39,74.82,60.36,38.5,70.99999938140044,61.999999518867014
51347,3,154,40,70.05,64.36,38.5,70.99999938140044,61.999999518867014
51347,4,154,37,71.51,68.76,38.5,70.99999938140044,61.999999518867014
51352,1,118,39,83.29,82.06,39.333333333333336,79.99999975389049,79.99999805206949
51352,2,118,39,84.25,82.63,39.333333333333336,79.99999975389049,79.99999805206949
51352,3,118,40,81.68,79.87,39.333333333333336,79.99999975389049,79.99999805206949
51353,2,70,34,73.85,56.79,35.0,73.25,70.22367345070353
51353,1,70,36,70.03065,65.33758,35.0,73.25,70.22367345070353
51354,1,104,34,73.69,65.5,34.666666666666664,68.39547096108491,65.37669833201282
51354,2,104,35,70.91,60.36,34.666666666666664,68.39547096108491,65.37669833201282
51354,3,104,35,74.420906,57.276363,34.666666666666664,68.39547096108491,65.37669833201282
51356,1,27,27,69.73,56.12,27.0,76.37999725341797,61.2400016784668
51360,1,99,30,80.23,71.97,33.0,69.18092021722903,66.60494540782457
51360,3,99,35,77.49,72.71,33.0,69.18092021722903,66.60494540782457
51360,2,99,33,79.55,74.41552,33.0,69.18092021722903,66.60494540782457
51361,1,74,37,76.76,65.79,37.0,77.31072464908462,75.1968696318477
51361,2,74,37,81.3,72.43,37.0,77.31072464908462,75.1968696318477
51364,1,63,31,76.17,73.3,31.5,82.0,81.0000014395084
51364,2,63,32,77.57,73.61,31.5,82.0,81.0000014395084
51365,1,68,34,85.97,70.22,34.0,89.13835603896885,87.01766884163635
51365,2,68,34,88.03,75.78,34.0,89.13835603896885,87.01766884163635
51367,1,12,12,74.0,64.42,12.0,66.68000030517578,59.31999969482422
51368,1,66,32,88.07,77.8,33.0,90.41533203125,82.51800028483073
51368,2,66,34,89.34,79.63,33.0,90.41533203125,82.51800028483073
51369,1,76,23,69.73,56.96,38.0,66.00000097585279,57.00000017742778
51369,2,76,27,68.15,63.42,38.0,66.00000097585279,57.00000017742778
51369,3,76,26,69.62,53.33,38.0,66.00000097585279,57.00000017742778
51371,1,142,37,75.59,76.76,35.5,72.99999828873393,71.00000092693578
51371,2,142,37,77.94,69.46,35.5,72.99999828873393,71.00000092693578
51371,3,142,38,77.37,73.83,35.5,72.99999828873393,71.00000092693578
51371,4,142,30,73.18,72.28,35.5,72.99999828873393,71.00000092693578
51372,1,106,34,71.39,57.16,35.333333333333336,67.00000077706797,61.99999927173961
51372,2,106,37,77.08,70.14,35.333333333333336,67.00000077706797,61.99999927173961
51372,3,106,35,75.35,65.88,35.333333333333336,67.00000077706797,61.99999927173961
51375,1,28,28,57.59,54.52,28.0,62.54862833958046,70.54744974772136
51412,1,37,37,71.78,66.97,37.0,74.0,66.0
61001,1,55,28,63.59,62.0,27.5,72.00000254313152,71.0
61001,2,55,27,72.88,56.96,27.5,72.00000254313152,71.0
61003,1,69,29,78.64,66.32,34.5,73.36032904953252,66.42639322749903
61003,2,69,26,73.23,62.46,34.5,73.36032904953252,66.42639322749903
61004,1,18,18,73.88,70.76,18.0,73.0,75.0
61005,1,49,38,76.18,66.58,24.5,73.52763741233132,65.1787260575728
61006,1,24,24,64.05,67.48,24.0,65.16999816894531,66.41000366210938
61007,1,44,36,71.8,68.86,22.0,74.0,68.0
61008,1,33,24,74.14,58.09,33.0,68.7300033569336,60.060001373291016
61009,1,88,41,76.21,63.18,29.333333333333332,75.26731314587948,74.19104356908086
61009,2,88,40,75.796,60.853714,29.333333333333332,75.26731314587948,74.19104356908086
61012,1,61,29,80.76,71.79,30.5,75.16068738127407,75.81413452148438
61012,2,61,32,77.34,69.0,30.5,75.16068738127407,75.81413452148438
61013,2,36,18,64.11,64.22,36.0,64.12687476476033,67.4000015258789
61013,1,36,18,67.89,67.78,36.0,64.12687476476033,67.4000015258789
61016,1,61,30,69.0,69.96,30.5,61.22846089876615,55.67384565793551
61016,2,61,31,68.17,66.88,30.5,61.22846089876615,55.67384565793551
61018,1,66,34,79.85,76.55,33.0,79.00000014395084,70.99999944513495
61018,2,66,32,78.56,65.5,33.0,79.00000014395084,70.99999944513495
61019,1,30,30,78.07,75.29,30.0,55.79999923706055,60.560001373291016
61020,2,72,31,66.77,55.84,36.0,63.58541742960612,66.22123258407802
61020,1,72,30,69.271,66.51586,36.0,63.58541742960612,66.22123258407802
61021,1,110,30,76.77,62.17,36.666666666666664,73.03373642806169,67.67543469304624
61021,2,110,34,71.21,63.0,36.666666666666664,73.03373642806169,67.67543469304624
61021,3,110,31,80.499,63.85862,36.666666666666664,73.03373642806169,67.67543469304624
61022,1,13,12,72.92,67.85,13.0,78.79000091552734,77.26000213623047
61023,1,89,32,73.83,58.48,29.666666666666668,66.01301012757004,63.133609260480426
61023,3,89,29,73.67,60.27,29.666666666666668,66.01301012757004,63.133609260480426
61023,2,89,32,71.51296,55.48483,29.666666666666668,66.01301012757004,63.133609260480426
61025,2,62,33,65.79,65.55,31.0,54.46615406916692,59.310598231073634
61025,1,62,32,70.465,60.27414,31.0,54.46615406916692,59.310598231073634
61026,1,55,28,63.68,62.64,27.5,63.910001174263336,63.20571152044802
61026,2,55,28,59.78,52.79,27.5,63.910001174263336,63.20571152044802
61027,1,69,35,62.38,57.29,34.5,53.00000026490953,53.99999991522895
61027,2,69,36,61.57,53.54,34.5,53.00000026490953,53.99999991522895
61030,1,57,28,72.41,70.96,28.5,67.99999818347749,68.0
61030,2,57,29,73.86,68.32,28.5,67.99999818347749,68.0
61031,1,38,38,66.83,66.59,38.0,73.1500015258789,75.30000305175781
61032,1,109,28,66.46,58.8,36.333333333333336,67.99999984429807,62.00000152587891
61032,2,109,30,69.18,63.79,36.333333333333336,67.99999984429807,62.00000152587891
61032,3,109,28,60.37,56.43,36.333333333333336,67.99999984429807,62.00000152587891
61033,1,93,33,66.22,59.71,31.0,63.00000068989206,61.000000953674316
61033,2,93,32,64.89,64.55,31.0,63.00000068989206,61.000000953674316
61033,3,93,33,59.31,54.08,31.0,63.00000068989206,61.000000953674316
61035,1,23,22,70.9,51.59,23.0,52.27000045776367,44.189998626708984
61037,1,73,31,72.72,61.64,36.5,76.99999975389049,70.00000108991351
61037,2,73,42,80.87,66.18,36.5,76.99999975389049,70.00000108991351
61038,1,47,25,69.18,64.95,23.5,69.5093884370765,63.14999961853027
61038,2,47,22,65.86,56.05,23.5,69.5093884370765,63.14999961853027
61040,1,21,21,57.89,47.22,21.0,69.0,64.0
61042,1,31,23,66.33,55.88,31.0,71.5,58.93000030517578
61047,1,20,20,76.89,70.83,20.0,80.86000061035156,76.43000030517578
61049,1,98,33,77.9,69.97,32.666666666666664,75.00000247439823,63.99999974225018
61049,2,98,30,78.73,65.22,32.666666666666664,75.00000247439823,63.99999974225018
61049,3,98,31,78.48,64.93,32.666666666666664,75.00000247439823,63.99999974225018
61055,2,62,29,79.18,68.88,31.0,78.14500045776367,71.94544045966968
61055,1,62,33,82.76647,71.08706,31.0,78.14500045776367,71.94544045966968
61058,1,57,29,74.29,79.36,28.5,57.959999084472656,58.400001525878906
61058,2,57,28,68.8,61.75,28.5,57.959999084472656,58.400001525878906
61063,1,21,21,70.05,59.86,21.0,79.87999725341797,69.5
61064,1,14,16,82.67,77.2,14.0,86.0,74.0
61070,2,101,31,57.81,49.0,33.666666666666664,61.16552119468575,56.7182074020158
61070,3,101,31,60.31,40.66,33.666666666666664,61.16552119468575,56.7182074020158
61070,1,101,31,61.84423,45.84077,33.666666666666664,61.16552119468575,56.7182074020158
61073,1,68,29,82.0,77.57,34.0,83.20200103759765,81.21882045970244
61073,2,68,29,77.42,80.81,34.0,83.20200103759765,81.21882045970244
61074,1,92,24,74.91,73.23,30.666666666666668,69.999998851489,69.00000139462051
61074,2,92,28,78.92,73.75,30.666666666666668,69.999998851489,69.00000139462051
61074,3,92,28,76.5,73.13,30.666666666666668,69.999998851489,69.00000139462051
61077,1,24,23,71.0,67.0,24.0,61.58000183105469,53.11000061035156
61079,1,52,28,79.24,75.56,26.0,70.54999923706055,69.89500045776367
61079,2,52,28,72.86,67.14,26.0,70.54999923706055,69.89500045776367
61080,1,25,26,80.7,64.14,25.0,84.63999938964844,74.44999694824219
61084,1,27,27,79.92,63.85,27.0,79.91999816894531,63.290000915527344
61085,1,55,24,80.84,72.68,27.5,70.76095072428386,69.46558060756949
61085,2,55,31,81.13333,73.26667,27.5,70.76095072428386,69.46558060756949
61089,1,66,32,76.85,65.97,33.0,70.6152849469866,67.22714571271624
61089,2,66,34,73.91,65.29,33.0,70.6152849469866,67.22714571271624
61093,2,59,24,67.91,41.3,29.5,68.80416456858318,65.882325017175
61093,1,59,26,64.2428,50.324,29.5,68.80416456858318,65.882325017175
61095,1,26,26,78.5,65.83,26.0,78.79157939710115,62.55210555227179
61101,2,62,32,77.0,71.28,31.0,70.22000122070312,72.31999969482422
61101,1,62,32,70.52,64.1952,31.0,70.22000122070312,72.31999969482422
61102,1,66,31,81.37,76.41,33.0,73.81207664057894,75.97769135695238
61102,2,66,31,83.93,73.5,33.0,73.81207664057894,75.97769135695238
61103,1,69,35,71.43,65.06,34.5,70.0000014085036,66.9999989436223
61103,2,69,34,74.34,62.66,34.5,70.0000014085036,66.9999989436223
61104,1,34,20,76.45,66.64,34.0,63.277599487304684,61.88080017089844
61104,2,34,14,65.22,50.58,34.0,63.277599487304684,61.88080017089844
61105,1,80,36,64.68,61.55,40.0,65.99999937292648,55.99999958760029
61105,2,80,35,71.53,61.85,40.0,65.99999937292648,55.99999958760029
61106,2,62,25,61.63,47.0,31.0,72.8757882369192,62.1270173725329
61106,1,62,35,71.15742,62.967743,31.0,72.8757882369192,62.1270173725329
61108,1,13,14,80.0,62.79,13.0,86.66999816894531,77.44999694824219
61116,1,42,44,58.03,66.23,21.0,66.00000111649676,65.00000363304501
61117,1,41,23,77.82,73.05,20.5,58.738262259441875,54.47847921951957
61117,2,41,18,58.06,45.63,20.5,58.738262259441875,54.47847921951957
61121,1,28,22,68.0,55.0,28.0,75.0,68.63999938964844
61124,1,20,20,64.0,52.16,20.0,65.37999725341797,69.62000274658203
61136,1,36,39,85.05,76.2,36.0,81.33200073242188,77.3936372236772
61137,1,51,24,71.09,59.74,25.5,73.99999918256488,67.99999918256488
61137,2,51,26,68.63,48.05,25.5,73.99999918256488,67.99999918256488
61138,1,72,30,55.84,58.67,36.0,69.2544190162836,61.70980915656457
61138,2,72,12,65.04,58.24,36.0,69.2544190162836,61.70980915656457
61139,1,28,28,67.56,58.04,28.0,64.00000179515166,69.99999930641867
61140,1,36,34,64.57,51.19,36.0,57.959999084472656,58.5
61141,2,47,23,66.59,50.5,23.5,52.760000228881836,50.195365812720325
61141,1,47,27,73.41,63.217392,23.5,52.760000228881836,50.195365812720325
61142,2,27,9,46.0,49.67,27.0,76.95999908447266,75.22000122070312
61143,2,110,33,75.48,72.58,36.666666666666664,72.00000203888992,71.00000019073487
61143,3,110,33,70.0,64.56,36.666666666666664,72.00000203888992,71.00000019073487
61143,4,110,12,77.84,72.33,36.666666666666664,72.00000203888992,71.00000019073487
61145,1,65,33,78.0,64.3,32.5,71.27084777314784,61.35368380630226
61145,2,65,32,80.06896,59.551613,32.5,71.27084777314784,61.35368380630226
61149,1,62,32,64.33,65.89,31.0,65.23428453717914,62.56333347789028
61149,2,62,31,57.33,52.0,31.0,65.23428453717914,62.56333347789028
61150,1,38,39,64.85,50.35,38.0,66.97000122070312,65.33000183105469
61151,1,42,20,69.63,63.37,21.0,74.0,74.99999985604916
61151,2,42,22,75.76,73.14,21.0,74.0,74.99999985604916
61152,1,30,30,78.21,70.13,30.0,64.83000183105469,60.06999969482422
61156,1,15,15,59.0,53.0,15.0,49.36000061035156,56.0
61157,1,60,32,75.38,68.31,30.0,62.34938633198641,61.96000099182129
61157,2,60,34,71.43,74.07,30.0,62.34938633198641,61.96000099182129
61163,2,53,21,71.22,70.94,26.5,64.62169877538142,66.04192293607272
61163,1,53,22,63.54727,61.958183,26.5,64.62169877538142,66.04192293607272
61165,1,56,28,69.26,54.11,28.0,65.5015387901893,63.05888875325521
61165,2,56,29,37.81,43.68,28.0,65.5015387901893,63.05888875325521
61169,1,50,24,74.17,61.0,25.0,61.459999084472656,49.380001068115234
61169,2,50,24,77.95,68.88,25.0,61.459999084472656,49.380001068115234
61171,1,19,19,84.79,76.63,19.0,75.80000305175781,57.45000076293945
61172,1,38,38,71.0,60.0,38.0,62.33000183105469,60.72999954223633
61173,1,9,11,66.56,55.6,9.0,80.83000183105469,66.66999816894531
61174,1,55,28,70.6,62.16,27.5,76.03052373518024,72.60607283455985
61174,2,55,29,71.42,65.83,27.5,76.03052373518024,72.60607283455985
61178,1,57,21,68.83,62.28,28.5,67.00000095367432,61.99999885559082
61178,2,57,25,66.36,50.92,28.5,67.00000095367432,61.99999885559082
61179,2,88,29,66.32,62.54,29.333333333333332,75.15959838867188,70.86948018259817
61179,3,88,31,74.23,75.82,29.333333333333332,75.15959838867188,70.86948018259817
61179,1,88,28,78.963844,71.76615,29.333333333333332,75.15959838867188,70.86948018259817
61183,1,85,28,81.43,72.89,28.333333333333332,78.70341042911305,72.49352883731618
61183,3,85,30,81.46,73.23,28.333333333333332,78.70341042911305,72.49352883731618
61183,2,85,29,74.44827,70.03793,28.333333333333332,78.70341042911305,72.49352883731618
61186,1,60,30,81.9,72.17,30.0,74.4617925615453,68.56746559712424
61186,2,60,30,80.37,78.63,30.0,74.4617925615453,68.56746559712424
61188,1,56,25,74.33,55.24,28.0,74.00000351194352,62.000000331712805
61188,2,56,25,70.82,63.83,28.0,74.00000351194352,62.000000331712805
61193,2,68,36,59.81,54.63,34.0,73.83755026058274,75.39916674296062
61193,1,68,35,62.228386,59.675808,34.0,73.83755026058274,75.39916674296062
61196,1,49,27,67.17,62.32,24.5,59.49916648864746,50.449802997065525
61196,2,49,28,64.7,51.71,24.5,59.49916648864746,50.449802997065525
61197,1,56,21,63.04,48.91,28.0,69.00000108991351,66.99999909173874
61197,2,56,24,56.55,45.05,28.0,69.00000108991351,66.99999909173874
61198,1,16,16,82.13,73.5,16.0,80.75,71.37999725341797
61199,2,43,22,67.65,70.05,21.5,71.2569773474405,66.88232386389444
61199,1,43,21,66.23529,52.52941,21.5,71.2569773474405,66.88232386389444
61202,1,82,36,78.03,73.54,27.333333333333332,66.22848429824367,66.47000122070312
61202,2,82,32,79.41,74.5,27.333333333333332,66.22848429824367,66.47000122070312
61203,1,31,19,64.0,41.0,31.0,52.18000030517578,37.09000015258789
61204,1,71,28,69.96,67.0,35.5,72.07402938159544,69.19417742828824
61204,2,71,29,77.14,75.36,35.5,72.07402938159544,69.19417742828824
61205,2,55,27,52.27,43.88,27.5,67.04744223661201,52.998603288517444
61205,1,55,28,61.392143,46.0,27.5,67.04744223661201,52.998603288517444
61209,1,30,30,75.85,62.92,30.0,83.0,81.13999938964844
61211,1,22,21,69.63,62.42,22.0,73.31999969482422,69.16000366210938
61213,1,48,23,80.96,66.61,24.0,65.00000059838389,60.00000089757583
61213,2,48,23,81.1,61.86,24.0,65.00000059838389,60.00000089757583
61218,1,30,29,54.45,51.86,30.0,35.0,46.0
61219,1,74,31,75.0,62.67,37.0,68.00000136645872,62.000001072883606
61219,2,74,32,70.25,51.14,37.0,68.00000136645872,62.000001072883606
61220,1,21,21,65.15,71.65,21.0,58.11000061035156,60.84000015258789
61221,2,102,29,68.18,57.46,34.0,69.6464183294951,65.36014955435226
61221,3,102,28,65.75,57.33,34.0,69.6464183294951,65.36014955435226
61221,1,102,31,69.632,59.04,34.0,69.6464183294951,65.36014955435226
61223,1,42,21,68.79,55.89,21.0,64.15918968819282,60.07487233479818
61223,2,42,22,68.0,59.21,21.0,64.15918968819282,60.07487233479818
61224,1,56,29,74.5,64.61,28.0,71.00000099513842,65.00000116099481
61224,2,56,27,73.23,59.96,28.0,71.00000099513842,65.00000116099481
61227,1,53,29,58.22,62.71,26.5,53.885000228881836,65.91276582758478
61227,2,53,28,63.906364,54.8448,26.5,53.885000228881836,65.91276582758478
61228,1,57,29,66.46,70.14,28.5,61.271538954514725,50.441579718338815
61228,2,57,29,75.48,67.36,28.5,61.271538954514725,50.441579718338815
61232,1,48,23,78.57,70.0,24.0,67.99999947018094,67.999998304579
61232,2,48,25,77.63,67.38,24.0,67.99999947018094,67.999998304579
61233,1,109,36,72.59,64.57,36.333333333333336,74.90405260283372,73.68487190181374
61233,3,109,36,71.83,63.39,36.333333333333336,74.90405260283372,73.68487190181374
61233,2,109,38,77.40703,66.92132,36.333333333333336,74.90405260283372,73.68487190181374
61235,1,25,21,74.53,53.13,25.0,69.5,59.75
61237,2,95,32,70.72,57.0,31.666666666666668,70.62504785711116,58.50959213412538
61237,3,95,32,73.47,56.78,31.666666666666668,70.62504785711116,58.50959213412538
61237,1,95,32,65.81,54.22,31.666666666666668,70.62504785711116,58.50959213412538
61238,1,48,23,68.0,55.29,24.0,68.78647209616268,66.55846170278696
61238,2,48,25,70.04,60.71,24.0,68.78647209616268,66.55846170278696
61239,1,71,34,61.5,56.0,35.5,66.00000066342561,65.99999900486158
61239,2,71,36,69.31,58.14,35.5,66.00000066342561,65.99999900486158
61240,2,54,20,70.63,55.58,27.0,69.86540510847762,65.44947403355648
61240,1,54,21,61.37,50.42,27.0,69.86540510847762,65.44947403355648
61243,1,23,22,61.48,56.43,23.0,57.59000015258789,48.81999969482422
61244,2,100,32,77.03,71.48,33.333333333333336,73.89827517805428,68.79482742835735
61244,3,100,8,69.07,60.1,33.333333333333336,73.89827517805428,68.79482742835735
61244,1,100,30,75.75143,69.18643,33.333333333333336,73.89827517805428,68.79482742835735
61246,1,25,26,50.86,42.59,25.0,59.369998931884766,59.970001220703125
61248,1,62,31,65.07,57.74,31.0,59.689998626708984,61.443382768069995
61248,2,62,34,57.26,57.58,31.0,59.689998626708984,61.443382768069995
61251,1,59,30,69.7,57.77,29.5,77.00000064344292,80.00000086697665
61251,2,59,29,66.46,59.93,29.5,77.00000064344292,80.00000086697665
61252,2,96,26,76.66,70.24,32.0,59.11061680169753,64.57256158968298
61252,3,96,29,67.77,64.77,32.0,59.11061680169753,64.57256158968298
61252,1,96,29,74.14769,68.73154,32.0,59.11061680169753,64.57256158968298
61253,1,74,37,68.41,61.06,37.0,71.08281578816158,64.56708335876465
61253,2,74,37,74.29,70.67,37.0,71.08281578816158,64.56708335876465
61254,1,54,32,73.78,57.63,27.0,71.00000127156575,56.999999766447104
61254,2,54,32,74.76,60.24,27.0,71.00000127156575,56.999999766447104
61255,1,69,35,73.73,68.1,34.5,76.68412453787667,75.11000061035156
61255,2,69,35,82.00313,65.96875,34.5,76.68412453787667,75.11000061035156
61256,1,67,35,76.94,78.47,33.5,71.5,71.81000137329102
61256,2,67,32,77.8,73.47,33.5,71.5,71.81000137329102
61261,2,63,30,61.33,47.24,31.5,67.36145255348899,60.518927982875276
61261,1,63,33,60.7269,54.4075,31.5,67.36145255348899,60.518927982875276
61262,1,61,30,71.46,54.16,30.5,71.89285496303013,63.89982941191075
61262,2,61,30,70.04,59.26,30.5,71.89285496303013,63.89982941191075
61265,2,43,22,79.84,71.47,21.5,62.220001220703125,50.5
61265,1,43,21,74.00222,70.50389,21.5,62.220001220703125,50.5
61269,1,89,28,71.08,67.68,29.666666666666668,69.83319010633103,68.27270936965942
61269,2,89,30,72.04,60.83,29.666666666666668,69.83319010633103,68.27270936965942
61269,3,89,29,74.41,63.56,29.666666666666668,69.83319010633103,68.27270936965942
61270,1,9,9,82.63,70.5,9.0,70.0,58.0
61271,1,21,15,66.21,57.93,21.0,66.69000244140625,61.130001068115234
61274,1,45,27,69.52,59.91,22.5,71.26000213623047,61.11000061035156
61277,1,62,32,68.31,54.9,31.0,67.9999994131235,59.00000176062951
61277,2,62,32,61.22,55.72,31.0,67.9999994131235,59.00000176062951
61278,1,77,31,75.68,66.61,38.5,69.0,70.77753406681427
61278,2,77,33,74.32,67.34125,38.5,69.0,70.77753406681427
61284,1,68,35,71.9,69.5,34.0,65.91833130518596,67.5274530584162
61284,2,68,34,74.92,75.03,34.0,65.91833130518596,67.5274530584162
61290,2,48,25,67.14,60.14,24.0,78.22054471102628,71.09018346613104
61290,1,48,23,64.90957,52.04,24.0,78.22054471102628,71.09018346613104
61291,1,194,40,66.55,58.05,38.8,75.71500015258789,68.81922951722757
61291,2,194,40,75.83,60.54,38.8,75.71500015258789,68.81922951722757
61291,3,194,39,78.03,64.86,38.8,75.71500015258789,68.81922951722757
61291,5,194,39,78.41,61.86,38.8,75.71500015258789,68.81922951722757
61291,4,194,37,71.04794,64.68838,38.8,75.71500015258789,68.81922951722757
61292,1,43,22,61.7,48.2,21.5,65.7300033569336,63.380001068115234
61292,2,43,21,72.39,63.83,21.5,65.7300033569336,63.380001068115234
61293,1,71,31,74.21,62.17,35.5,78.12999725341797,80.7300033569336
61293,2,71,35,76.55,57.45,35.5,78.12999725341797,80.7300033569336
61294,1,47,23,78.0,64.83,23.5,70.91999831854129,64.44499778747559
61294,2,47,24,81.5,59.96,23.5,70.91999831854129,64.44499778747559
61297,1,78,34,67.38,65.97,39.0,66.00000096710635,56.00000047030514
61297,2,78,34,70.2,58.97,39.0,66.00000096710635,56.00000047030514
61298,1,73,31,74.83,77.1,36.5,69.19237990606399,71.93476141066779
61298,2,73,28,66.89643,68.60714,36.5,69.19237990606399,71.93476141066779
61299,1,28,20,56.75,37.75,28.0,52.54999923706055,34.0
61300,1,65,33,64.12,53.96,32.5,65.34652137756348,60.20200042724609
61300,2,65,30,56.21,46.04,32.5,65.34652137756348,60.20200042724609
61305,1,30,29,61.28,58.04,30.0,55.0,56.0
61308,1,42,28,70.61,58.39,21.0,62.7400016784668,61.560001373291016
61311,1,68,33,64.23,57.55,34.0,60.012726639256336,68.65582275390625
61311,2,68,35,63.77,68.279686,34.0,60.012726639256336,68.65582275390625
61312,1,34,34,58.84,52.12,34.0,64.8502137204434,58.737142913195555
61314,1,22,22,73.78,63.22,22.0,67.07486881353917,56.972052745330025
61316,1,72,35,77.19,73.9,36.0,76.91819488025102,74.98523748488654
61316,2,72,28,83.26,81.37,36.0,76.91819488025102,74.98523748488654
61317,2,52,28,79.93,75.78,26.0,74.51067779023768,70.1520319793184
61317,1,52,26,71.7556,61.6776,26.0,74.51067779023768,70.1520319793184
61318,1,28,28,66.88,64.0,28.0,67.37999725341797,65.62000274658203
61320,1,79,39,74.84,62.47,39.5,76.95246159480168,72.99939519708806
61320,2,79,40,75.16432,71.652435,39.5,76.95246159480168,72.99939519708806
61321,1,64,34,55.97,44.17,32.0,49.114999771118164,53.62555533515082
61321,2,64,31,62.15,44.71,32.0,49.114999771118164,53.62555533515082
61325,2,49,24,74.22,71.04,24.5,68.04868779416944,64.27868789922995
61325,1,49,25,71.83083,74.878334,24.5,68.04868779416944,64.27868789922995
61326,1,46,23,79.77,72.35,23.0,78.20500183105469,75.11075620831184
61326,2,46,23,79.24,71.7,23.0,78.20500183105469,75.11075620831184
61327,1,71,36,80.77,68.6,35.5,81.00000066924514,70.99999732301946
61327,2,71,35,79.68,72.53,35.5,81.00000066924514,70.99999732301946
61329,1,100,34,69.38,74.47,33.333333333333336,73.65228979271579,72.27023620605469
61329,3,100,33,70.76,71.58,33.333333333333336,73.65228979271579,72.27023620605469
61329,2,100,33,76.19355,66.84485,33.333333333333336,73.65228979271579,72.27023620605469
61331,1,53,27,75.58,67.13,26.5,70.16107150486538,66.92793247617524
61331,2,53,28,74.38,67.71,26.5,70.16107150486538,66.92793247617524
61332,1,35,37,65.0,45.0,35.0,67.37000274658203,53.58000183105469
61334,1,15,16,84.6,69.5,15.0,77.5199966430664,68.12000274658203
61335,1,54,26,72.7,63.7,27.0,67.57499885559082,60.71499824523926
61335,2,54,28,65.78,53.81,27.0,67.57499885559082,60.71499824523926
61338,1,61,31,60.94,52.1,30.5,62.99999806032343,66.00000116380595
61338,2,61,30,71.73,55.9,30.5,62.99999806032343,66.00000116380595
61339,1,60,24,72.0,59.43,30.0,69.84172321188039,67.79413841510642
61339,2,60,27,69.95,54.4485,30.0,69.84172321188039,67.79413841510642
61341,1,76,39,74.26,70.76,38.0,72.00000257270281,67.999998922909
61341,2,76,39,80.54,72.97,38.0,72.00000257270281,67.999998922909
61343,1,32,34,75.63,69.06,32.0,76.25,68.02999877929688
61344,1,27,27,85.77,93.27,27.0,82.87000274658203,90.02999877929688
61345,1,14,15,78.2,64.6,14.0,73.0,69.0
61346,1,76,39,79.61,69.18,38.0,76.69000244140625,73.06317441425627
61346,2,76,38,80.03,79.82,38.0,76.69000244140625,73.06317441425627
61347,1,17,16,63.0,49.0,17.0,63.869998931884766,50.93000030517578
61348,1,31,31,90.14,88.72,31.0,84.26000213623047,82.1500015258789
61349,1,34,34,71.82,66.15,34.0,60.10479195912679,52.47749996185303
61350,1,28,28,79.0,71.0,28.0,78.41999816894531,81.12999725341797
61351,1,19,19,81.29,68.47,19.0,83.52999877929688,77.52999877929688
61363,1,27,27,79.36,70.27,27.0,72.0,63.0
61364,1,70,38,77.36,70.1,35.0,80.96625014713833,68.5723739882647
61364,2,70,32,81.53,69.53,35.0,80.96625014713833,68.5723739882647
61365,1,20,20,61.58,50.37,20.0,53.0,49.0
