schlcode,classid,c_size,classize,avgverb,avgmath,instrument,avg4_verb,avg4_math
51316,1,46,22,81.86,77.73,23.0,78.96563831676136,80.76399910666726
51316,2,46,24,84.33,77.0,23.0,78.96563831676136,80.76399910666726
51317,1,74,37,75.16,70.73,37.0,74.99999828727879,67.00000070065869
51317,2,74,37,77.09,70.54,37.0,74.99999828727879,67.00000070065869
51318,2,92,30,86.0,82.29,30.666666666666668,81.36519130272201,79.65271448206019
51318,3,92,29,75.18,76.66,30.666666666666668,81.36519130272201,79.65271448206019
51318,1,92,33,82.33143,74.13048,30.666666666666668,81.36519130272201,79.65271448206019
51319,1,70,28,69.96,66.52,35.0,70.20728832180217,65.45266876220703
51319,2,70,31,74.43,70.31,35.0,70.20728832180217,65.45266876220703
51320,1,118,39,75.54,63.67,39.333333333333336,63.999999386923655,60.0000010899135
51320,2,118,39,75.64,66.78,39.333333333333336,63.999999386923655,60.0000010899135
51320,3,118,40,66.37,58.95,39.333333333333336,63.999999386923655,60.0000010899135
51322,1,45,22,80.38,70.57,22.5,81.00000108991351,74.00000108991351
51322,2,45,23,90.43,86.04,22.5,81.00000108991351,74.00000108991351
51323,1,41,41,89.27,85.91,20.5,82.91999816894531,82.38999938964844
51324,1,93,32,70.32,60.14,31.0,72.0000007042518,63.99999863972035
51324,2,93,31,72.77,58.97,31.0,72.0000007042518,63.99999863972035
51324,3,93,30,75.43,70.18,31.0,72.0000007042518,63.99999863972035
51330,1,114,38,64.22,56.78,38.0,71.99999933976393,58.99999897296612
51330,2,114,38,71.55,65.55,38.0,71.99999933976393,58.99999897296612
51330,3,114,38,73.94,74.41,38.0,71.99999933976393,58.99999897296612
51331,1,85,37,84.41,78.94,28.333333333333332,81.9,78.79084337261361
